title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Genre,language_code_label,publication_year,title_label,authors_label,publisher_label,Genre_label
Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202,eng,100.0,3015,217,2011-06-14,Knopf,Poetry,2,2011.0,5770,3406,1073,8
Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311.0,318753,6734,2001-09-15,Kingfisher,Fiction,2,2001.0,9498,5273,1070,3
Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,eng,213.0,420,42,2004-10-01,Sterling Children's Books,Fiction,2,2004.0,9498,5280,1876,3
Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245.0,5967,276,2005-06-01,Simon & Schuster,Fiction,2,2005.0,9498,5273,1804,3
Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682,eng,64.0,104,14,2003-07-01,Atheneum Books for Young Readers,Fiction,2,2003.0,9498,5279,133,3
Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143,eng,272.0,56,4,2002-09-03,Gramercy Books,Other,2,2002.0,9498,5278,778,7
Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232.0,91,16,2006-01-31,Abdo Publishing Company,Children,2,2006.0,9500,1339,17,0
100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188,eng,270.0,88,4,1996-11-22,Black Classic Press,Other,2,1996.0,7,5013,262,7
Cien años de soledad,Gabriel García Márquez,4.07,0785950109,9780785950103,spa,448.0,63,7,1990-01-01,French & European,Fiction,18,1990.0,1401,1955,735,3
On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64.0,2815,164,1955-09-12,Random House Books for Young Readers,Children,2,1955.0,4996,1468,1628,0
The Wedding Clause,Debbie Raleigh,3.6,0821778250,9780821778258,eng,256.0,95,13,2005-06-07,Zebra,History & Biography,2,2005.0,9147,1326,2225,4
The Zebra Wall,Kevin Henkes,3.44,0060733039,9780060733032,eng,147.0,217,24,2005-02-15,Greenwillow Books,Children,2,2005.0,9255,3547,793,0
El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060,spa,239.0,4136,255,2002-06-01,Booket,Fiction,18,2002.0,2224,4761,301,3
The Door Into Summer,Robert A. Heinlein,4.01,0345413997,9780345413994,eng,304.0,17232,649,1997-06-17,Del Rey,Fiction,2,1997.0,7314,5212,517,3
Stranger in a Strange Land,Robert A. Heinlein,3.92,0441788386,9780441788385,eng,528.0,251872,6241,1991-10-01,Ace,Fiction,2,1991.0,6302,5212,26,3
To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600,eng,434.0,10293,193,1988-06-01,Ace Books,Fiction,2,1988.0,9417,5212,28,3
Job: A Comedy of Justice,Robert A. Heinlein,3.78,0345316509,9780345316509,eng,439.0,15970,438,1985-10-12,Del Rey,Fantasy & paranormal,2,1985.0,3657,5212,517,2
Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,0765314932,9780765314932,eng,256.0,6898,200,2006-08-08,Tor Books,Fiction,2,2006.0,9399,5212,1980,3
The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,0671742515,9780671742515,eng,307.0,67803,1401,1991-02-15,Pocket Books,Fantasy & paranormal,2,1991.0,8019,1449,1547,2
The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,0345455290,9780345455291,eng,298.0,22091,746,2005-04-26,Del Rey,Fantasy & paranormal,2,2005.0,8677,1449,517,2
Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,0345476514,9780345476517,eng,368.0,2623,49,2005-12-27,Del Rey,History & Biography,2,2005.0,10029,4569,517,4
Douglas Adams's Starship Titanic,Terry Jones,3.6,0345368436,9780345368430,eng,256.0,885,84,1998-10-27,Ballantine Books,Fantasy & paranormal,2,1998.0,2032,5971,186,2
Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856,eng,336.0,5,0,2003-07-01,Turtleback Books,Other,2,2003.0,5759,1450,2001,7
The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,0573650969,9780573650963,eng,72.0,100,13,2011-01-12,Samuel French  Inc.,Other,2,2011.0,8409,5871,1729,7
On Bullshit,Harry G. Frankfurt,3.57,0691122946,9780691122946,eng,67.0,9358,995,2005-01-30,Princeton University Press,Non-fiction,2,2005.0,4997,2286,1589,6
Another Bullshit Night in Suck City,Nick Flynn,3.78,0393329402,9780393329407,eng,347.0,9318,907,2005-09-12,W. W. Norton & Company,Non-fiction,2,2005.0,636,4571,2125,6
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0671867423,9780671867423,eng,317.0,120,15,1993-06-12,Simon & Schuster,History & Biography,2,1993.0,4071,1978,1804,4
The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,0395883970,9780395883976,eng,32.0,5239,76,1998-02-02,HMH Books for Young Readers,History & Biography,2,1998.0,7565,15,812,4
Underworld,Don DeLillo,3.92,0684848155,9780684848150,eng,827.0,1505,175,1998-07-09,Scribner,Fiction,2,1998.0,9650,1394,1755,3
Libra,Don DeLillo,3.99,0140156046,9780140156041,eng,480.0,11857,564,1991-05-01,Penguin,Fiction,2,1991.0,4029,1394,1454,3
Americana,Don DeLillo,3.43,0140119485,9780140119480,eng,377.0,393,55,1989-07-06,Penguin Books,Fiction,2,1989.0,551,1394,1460,3
Running Dog,Don DeLillo,3.43,0679722947,9780679722946,eng,256.0,1356,72,1989-07-17,Vintage Contemporaries,Fiction,2,1989.0,5724,1394,2100,3
Cosmopolis,Don DeLillo,3.22,0743244257,9780743244251,eng,224.0,460,41,2004-04-06,Scribner,Fiction,2,2004.0,1622,1394,1755,3
Great Jones Street,Don DeLillo,3.48,0140179178,9780140179170,eng,272.0,2492,145,1994-01-01,Penguin Books,Fiction,2,1994.0,2928,1394,1460,3
The Names,Don DeLillo,3.64,0679722955,9780679722953,eng,339.0,3100,212,1989-07-17,Vintage,Fiction,2,1989.0,8257,1394,2094,3
Against the Day,Thomas Pynchon,4.13,159420120X,9781594201202,eng,1085.0,5296,587,2006-11-21,Penguin Press,Fiction,2,2006.0,432,6041,1485,3
V.,Thomas Pynchon,3.96,0060930217,9780060930219,eng,547.0,1415,177,2005-07-05,Harper Perennial Modern Classics,Fiction,2,2005.0,9684,6041,872,3
The Crying of Lot 49,Thomas Pynchon,3.69,0060931671,9780060931674,eng,152.0,2161,230,1999-04-01,Harper Perennial,Fiction,2,1999.0,7174,6041,868,3
Gravity's Rainbow,Thomas Pynchon,4.01,0140283382,9780140283389,eng,784.0,762,213,2000-01-01,Penguin Books,Fiction,2,2000.0,2923,6041,1460,3
Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,0312423209,9780312423209,eng,773.0,8086,602,2004-01-03,Picador USA,History & Biography,2,2004.0,4369,6043,1519,4
Vineland,Thomas Pynchon,3.69,0141180633,9780141180632,eng,385.0,702,69,1997-09-01,Penguin Classics,Fiction,2,1997.0,9727,6041,1477,3
Gravity's Rainbow,Thomas Pynchon,4.01,0143039946,9780143039945,eng,776.0,29764,2164,2006-10-31,Penguin Books,Fiction,2,2006.0,2923,6041,1460,3
Slow Learner: Early Stories,Thomas Pynchon,3.5,0316724432,9780316724432,eng,193.0,334,34,1985-04-30,Back Bay Books,Fiction,2,1985.0,6083,6041,179,3
Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,0140189300,9780140189308,eng,352.0,2473,220,1996-08-29,Penguin Classics,Fiction,2,1996.0,874,5116,1477,3
The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149,eng,227.0,2656,336,2005-10-04,Knopf Publishing Group,History & Biography,2,2005.0,9247,3017,1075,4
The White Album,Joan Didion,4.17,0374522219,9780374522216,eng,222.0,11889,738,1990-10-01,Farrar Straus Giroux,Non-fiction,2,1990.0,9163,3017,678,6
A Book of Common Prayer,Joan Didion,3.8,0679754865,9780679754862,eng,272.0,2962,255,1995-04-11,Vintage International,Fiction,2,1995.0,55,3017,2104,3
Where I Was From,Joan Didion,3.86,0679752862,9780679752868,eng,240.0,2842,292,2004-09-14,Vintage,History & Biography,2,2004.0,9909,3017,2094,4
Slouching Towards Bethlehem,Joan Didion,4.21,0374521727,9780374521721,eng,238.0,26934,1825,1990-10-01,Farrar Straus Giroux,Non-fiction,2,1990.0,6082,3017,678,6
Democracy,Joan Didion,3.81,0679754857,9780679754855,eng,234.0,2070,169,1995-04-25,Vintage International,Fiction,2,1995.0,1865,3017,2104,3
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,0307264874,9780307264879,eng,1122.0,1564,108,2006-10-17,Everyman's Library,Non-fiction,2,2006.0,9813,3019,650,6
Play It As It Lays,Joan Didion/David Thomson,3.87,0374529949,9780374529949,eng,231.0,23656,1706,2005-11-15,Farrar  Straus and Giroux,Fiction,2,2005.0,5327,3018,674,3
The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,0143039830,9780143039839,eng,308.0,43200,1873,2006-03-28,Penguin Classics,Fiction,2,2006.0,8284,4773,1477,3
City of Glass (The New York Trilogy  #1),Paul Auster,3.79,0140097317,9780140097313,eng,203.0,12410,734,1987-04-07,Penguin Books,Fiction,2,1987.0,1415,4772,1460,3
Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,eng,96.0,3672,195,1987-07-07,Penguin Books,Fiction,2,1987.0,2814,4772,1460,3
The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,0940650762,9780940650763,eng,179.0,2998,164,1986-11-01,Sun and Moon Press,Fiction,2,1986.0,8014,4772,1891,3
Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,0963188925,9780963188922,eng,256.0,74,2,1995-01-01,Sky Books (NY),Other,2,1995.0,5472,4883,1823,7
The Brooklyn Follies,Paul Auster,3.84,0312426232,9780312426231,eng,306.0,17977,1157,2006-10-17,Picador,Fiction,2,2006.0,6876,4772,1517,3
Moon Palace,Paul Auster,3.94,0140115854,9780140115857,eng,320.0,16099,503,1990-04-01,Penguin Books,Fiction,2,1990.0,4583,4772,1460,3
The Music of Chance,Paul Auster,3.9,0140154078,9780140154078,eng,217.0,361,36,1991-12-01,Penguin Books,Fiction,2,1991.0,8228,4772,1460,3
Travels in the Scriptorium,Paul Auster,3.23,0805081453,9780805081459,eng,145.0,6688,562,2007-01-23,Henry Holt & Company,Fiction,2,2007.0,9493,4772,945,3
Leviathan,Paul Auster,3.96,0140178139,9780140178135,eng,275.0,11744,443,1993-09-01,Penguin Books,Fiction,2,1993.0,4021,4772,1460,3
The Red Notebook: True Stories,Paul Auster,3.77,0811214982,9780811214988,eng,104.0,2390,120,2002-06-17,New Directions,Non-fiction,2,2002.0,8589,4772,1316,6
Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9782742741465,fre,1075.0,21,1,2002-11-07,Actes Sud,Fiction,4,2002.0,9389,4772,34,3
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,0143036556,9780143036555,eng,608.0,52522,2780,2005-12-27,Penguin Books Ltd. (London),History & Biography,2,2005.0,1509,2859,1472,4
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446579785,9780446579780,eng,211.0,213,26,2006-02-01,Business Plus,Non-fiction,2,2006.0,7053,5766,333,6
Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9780521386739,eng,262.0,719,86,1990-03-29,Cambridge University Press,History & Biography,2,1990.0,1508,3274,341,4
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,0743203046,9780743203043,eng,544.0,4762,512,2001-08-07,Simon  Schuster,Non-fiction,2,2001.0,1113,5236,1800,6
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,eng,272.0,62,4,2002-01-29,Ballantine Books,Other,2,2002.0,7025,4912,186,7
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,0393318281,9780393318289,eng,576.0,278,20,1998-09-17,W. W. Norton  Company,Poetry,2,1998.0,5592,3307,2123,8
My Inventions,Nikola Tesla,4.01,1599869942,9781599869940,eng,88.0,2862,262,2006-05-17,Filiquarian Publishing  LLC.,History & Biography,2,2006.0,4696,4592,693,4
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,0806519606,9780806519609,eng,542.0,2829,334,2001-02-01,Citadel,History & Biography,2,2001.0,10049,3927,399,4
Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,0822549204,9780822549208,eng,144.0,105,5,1994-10-01,Lerner Publications,Other,2,1994.0,4846,782,1115,7
Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,0932813860,9780932813862,eng,100.0,102,2,2000-12-01,Adventures Unlimited Press,Other,2,2000.0,6492,4593,41,7
Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,0373792689,9780373792689,eng,249.0,478,12,2006-06-27,Harlequin Blaze,Romantic,2,2006.0,1121,3370,849,9
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,0974514055,9780974514055,eng,828.0,1577,49,2004-10-11,Pragmatic Bookshelf,Non-fiction,2,2004.0,5440,1191,1573,6
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,0764585975,9780764585975,eng,112.0,73,8,2000-06-13,Cliffs Notes,Other,2,2000.0,2881,4221,413,7
Lord of the Flies,William Golding,3.68,0307281701,9780307281708,eng,6.0,408,96,2005-10-11,Listening Library (Audio),Fiction,2,2005.0,4143,6390,1132,3
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,9780812969702,eng,397.0,1693,100,2006-09-12,Random House,History & Biography,2,2006.0,341,6185,1620,4
We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,0060255080,9780060255084,eng,216.0,1,0,1989-01-01,HarperCollins Publishers,Other,2,1989.0,9815,1694,882,7
The Lovely Bones,Alice Sebold,3.81,0330485385,9780330485388,eng,328.0,6485,966,2003-06-01,Picador,Fiction,2,2003.0,8063,172,1517,3
The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,eng,532.0,367,73,2004-04-01,Large Print Press,Fiction,2,2004.0,8063,172,1094,3
Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,0345360354,9780345360359,eng,224.0,1371,43,1990-05-13,Ballantine Books,Mystery & Thriller,2,1990.0,4206,5566,186,5
The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,0321303474,785342303476,eng,296.0,793,28,2005-02-17,Peachpit Press,Non-fiction,2,2005.0,9257,1190,1445,6
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,0321430840,9780321430847,eng,456.0,549,42,2006-08-01,Peachpit Press,Non-fiction,2,2006.0,2969,1627,1445,6
1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9783822840856,mul,575.0,288,31,2005-05-15,Taschen,Non-fiction,13,2005.0,8,4342,1912,6
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,0743264460,9780743264464,eng,245.0,26381,1109,2006-06-13,Scribner,Non-fiction,2,2006.0,3771,992,1755,6
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,0743236017,9780743236010,eng,272.0,62089,3324,2004-07-02,Scribner,Non-fiction,2,2004.0,5909,992,1755,6
Vice (V  #8),Jane Feather,3.51,0553572490,9780553572490,eng,419.0,474,19,1996-05-02,Bantam,History & Biography,2,1996.0,9719,2819,189,4
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,0060589469,9780060589462,eng,540.0,166046,6446,2006-04-25,HarperTorch,Fiction,2,2006.0,10188,5284,900,3
Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,0802789471,9780802789471,eng,32.0,1773,274,2005-04-01,Walker & Company,Children,2,2005.0,5042,3548,2137,0
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,0688060692,9780688060695,eng,408.0,286,10,1990-11-19,William Morrow Paperbacks,Non-fiction,2,1990.0,2951,5381,2191,6
Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,eng,222.0,40,2,2002-07-05,Haynes Manuals N. America  Inc.,Other,2,2002.0,4623,3129,926,7
LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9781592530878,eng,191.0,27,0,2004-09-01,Rockport Publishers,Other,2,2004.0,3835,812,1693,7
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,0451528808,9780451528803,eng,304.0,7300,266,2003-04-01,Signet Classics,Fiction,2,2003.0,7231,3714,1792,3
War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,0192833987,9780192833983,eng,1392.0,211671,6245,1998-06-25,Oxford University Press,History & Biography,2,1998.0,9783,3713,1415,4
The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,0486451380,9780486451381,eng,352.0,2403,210,2006-09-08,Dover Publications,Non-fiction,2,2006.0,7878,3709,580,6
Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,0452011876,9780452011878,eng,1168.0,322483,14702,1999-08-01,Plume,Fiction,2,1999.0,748,496,1542,3
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,0451163087,9780451163080,eng,224.0,2750,108,1963-12-01,Signet Book,Non-fiction,2,1963.0,2632,495,1789,6
The Fountainhead,Ayn Rand,3.87,0452286751,9780452286757,eng,752.0,1886,229,2005-04-26,Dutton,Fiction,2,2005.0,7526,495,595,3
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,0451163931,9780451163936,eng,176.0,11462,467,1964-11-01,Signet,Non-fiction,2,1964.0,9098,499,1788,6
Anthem,Ayn Rand,3.63,0452281253,9780452281257,eng,105.0,110952,7277,1999-12-01,NAL,Fiction,2,1999.0,643,495,1293,3
We the Living,Ayn Rand/Leonard Peikoff,3.91,0451187849,9780451187840,eng,464.0,23199,1086,1996-01-01,Signet,History & Biography,2,1996.0,9820,496,1788,4
Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,0451147952,9780451147950,eng,340.0,3501,153,1986-07-15,Signet,Non-fiction,2,1986.0,1243,500,1788,6
Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,0452274044,9780452274044,eng,681.0,18,2,1997-02-01,NAL,Other,2,1997.0,4013,498,1293,7
Sailing for Dummies,J.J. Isler/Peter Isler,3.95,0471791431,9780471791430,eng,416.0,150,7,2006-06-01,For Dummies,Other,2,2006.0,5743,2591,720,7
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,0553803816,9780553803815,eng,368.0,646,83,2006-07-25,Delacorte Press,History & Biography,2,2006.0,5744,1019,525,4
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,0375755195,9780375755194,eng,192.0,12180,630,2002-09-17,Random House Trade Paperbacks,Poetry,2,2002.0,5742,630,1637,8
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9781592283194,eng,286.0,51,5,2004-04-01,Lyons Press,Other,2,2004.0,7650,970,1179,7
Natural Cures They Don't Want You to Know about,Kevin Trudeau,3.09,0975599518,9780975599518,eng,571.0,1601,284,2004-01-01,Alliance Publishing,Non-fiction,2,2004.0,4773,3551,68,6
The Natural,Bernard Malamud/Kevin Baker,3.63,0374502005,9780374502003,eng,231.0,8854,672,2003-07-07,Farrar Straus Giroux,Fiction,2,2003.0,8261,576,678,3
Digging to America,Anne Tyler,3.55,0307263940,9780307263940,eng,277.0,17155,1841,2006-05-02,Alfred A. Knopf,Fiction,2,2006.0,1945,327,58,3
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,0312405545,9780312405540,eng,826.0,44,3,2004-01-21,Bedford Books,Non-fiction,2,2004.0,5612,1984,231,6
Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9780195170139,eng,528.0,234,11,2004-10-07,Oxford University Press  USA,History & Biography,2,2004.0,4549,6015,1416,4
The Plot Against America,Philip Roth,3.77,1400079497,9781400079490,eng,391.0,33321,2925,2005-09-27,Vintage International,History & Biography,2,2005.0,8446,4921,2104,4
Naked Pictures of Famous People,Jon   Stewart,3.59,0688171621,9780688171629,eng,164.0,8703,417,1999-09-22,Dey Street Books,Non-fiction,2,1999.0,4752,3219,545,6
Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,0060932686,9780060932688,eng,352.0,6375,179,2008-05-13,Harper Perennial Modern Classics,Fiction,2,2008.0,1521,1960,872,3
Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,9781400034956,spa,118.0,7888,411,2003-10-14,Vintage Espanol,Fiction,18,2003.0,1688,1955,2103,3
Cien años de soledad,Gabriel García Márquez,4.07,0307350428,9780307350428,spa,496.0,130,5,2006-02-07,Plaza y Janes,Fiction,18,2006.0,1401,1955,1538,3
Del amor y otros demonios,Gabriel García Márquez,3.98,0307350444,9780307350442,spa,176.0,4508,278,2006-02-07,Plaza y Janes,Fiction,18,2006.0,1861,1955,1538,3
